task_id,status,created_date,model_settings,model_results
796ef697-9372-43a9-baf2-7b8100fa8b5d,Finished,"25/12/2020, 02:09:32","{""model"": ""{""C"":0.89}"", ""class_name"": ""ScikitSolver"", ""model_name"": ""LogisticRegression""}","{""score"": 0.7833333333333333}"
d757e75e-527a-4259-bb32-ae2a02b7ee01,Finished,"25/12/2020, 02:09:32","{""model"": ""{""C"":1}"", ""class_name"": ""ScikitSolver"", ""model_name"": ""SVC""}","{""score"": 0.5}"
